Title,Description,Subject,Department 1,Department 2,Department 3,Departments,Course Number,Academic Level,Prerequisites,Locations,Course Types ,Course Name,Course ID,Last Updated ,Item Type,Path
Anat & Physiology for the Clinical Nutritionist,,Nutrition,Human Nutrition,,,Human Nutrition,560N,Graduate,,Distance Learning-On Line; Main Campus,,NUTR-560N,4578,2/26/2021 6:15,Item,Lists/Courses
Intro Biochem for Clin Nutr,,Nutrition,Human Nutrition,,,Human Nutrition,560U,Graduate,,Main Campus; Distance Learning-On Line,,NUTR-560U,4579,2/26/2021 6:15,Item,Lists/Courses
Biostatistics Lab,"Statistical analysis with application to  biological science. Includes applications of  probability, classifications of data, averages,  dispersion, frequency distributions, confidence  intervals, tests of significance, linear  regression, and correlation. Prerequisite: Math 323 or equivalent. May be taken  concurrently. Credit: 1 semester hours",Mathematics,Mathematics,,,Mathematics,423B,Graduate,,Distance Learning-On Line; Main Campus,,MATH-423B,4547,2/26/2021 6:15,Item,Lists/Courses
Nutrition Fundamentals,,Nutrition,Human Nutrition,,,Human Nutrition,560V,Graduate,,Main Campus; Distance Learning-On Line,,NUTR-560V,4580,2/26/2021 6:15,Item,Lists/Courses
Computer Aided Drafting,In this course students will learn the basic of computer aided drafting. Students will be expected to complete a tutorial and several assigned projects. A semester report including all projects will be completed. Three 1 semester hour modules / cross listed with Int D 217  Design Fee Assessed,Industrial Design,Industrial Design,,,Industrial Design,217,Undergraduate,,Main Campus,,IDDSN-217,35,2/26/2021 6:15,Item,Lists/Courses
Intro Acting II,,Theatre,Theatre Arts,,,Theatre Arts,234,Undergraduate,,Main Campus,Liberal Arts Electvie,THA-234,281,2/26/2021 6:15,Item,Lists/Courses
Beginning CADD,"This course is an introduction to computer aided 3D Modeling. Subjects covered will include Introduction and Interface, drawing 2 D shapes, mixing straight lines and arcs, numerical input, generating, viewing and rendering objects, moving rotating, sizing and mirroring objects, and drawing derivative objectives. Elementary projects may be assigned , and a semester report may be generated. 2 semester hours / cross listed with Int D 218A  Design Fee Assessed",Industrial Design,Industrial Design,,,Industrial Design,218A,Undergraduate,,Main Campus,,IDDSN-218A,36,2/26/2021 6:15,Item,Lists/Courses
Theories of Self-Regulation,"Self-Regulation is the conscious and unconcious processes by which people manage their behavior and emotions, control impulses, and strive toward desired goals. The ability to exercise self-regulation is associated with well-being, health, and relationship and occupational success. This course explores how self-regulation shapes, and is shaped by, social relationships; underlying brain mechanisms and development pathways; and which interventions can improve people's self-regulation. This course is partially experiential as students will also learn through practicing strategies in their own lives.  3 semester hours.",Psychology,Psychology,,,Psychology,322X,Undergraduate,,Main Campus; Distance Learning-On Line,,PSYC-322X,4589,2/26/2021 6:15,Item,Lists/Courses
Health Sciences Research,"This course provides an introduction to the fundamentals of research study design and methodology in the health sciences. Emphasis will be placed on qualitative and quantitative research, mixed method research, and action research. Students will develop a research proposal in their area of interest.  3 Semester hours",Health Science,Health Sciences,,,Health Sciences,386,Undergraduate,Take MATH-203,Main Campus,,HSCI-386,4590,2/26/2021 6:15,Item,Lists/Courses
Mathematical Statistics I,"Probability theory, discrete and continuous distributions, transformations, moment generating functions, characteristic functions, central limit theorem, sampling distributions.",Mathematics,Mathematics,,,Mathematics,423,Graduate,,Main Campus,,MATH-423,3212,2/26/2021 6:15,Item,Lists/Courses
Advanced Analysis for Scientists and Eng,"Matrix algebra and the eigen value problem. Fourier series, integrals and transforms. Partial differential equations. Sturm-Liouville Systems and Orthogonal Functions. Bessel, Legendre, Gamma, Dirac-delta and other special equations. Applications to various areas of science and technology. Prerequisites: ""C"" or better in MATH 281 and MATH 215. 3 Semester hours",Physics,Physics,,,Physics,351,Undergraduate,Take MATH-215 and MATH-281 Grade C or better,Main Campus,,PHYS-351,4591,2/26/2021 6:15,Item,Lists/Courses
Advanced Analysis II,"Functions of a complex variable. Conformal mapping. Laurent Series, rsidues and contour integration.",Physics,Physics,,,Physics,352,Undergraduate,Take MATH-281 MATH-215; Grade C or higher,Main Campus,,PHYS-352,4592,2/26/2021 6:15,Item,Lists/Courses
Anatomy and Physiology I,"Anatomy and physiology combined to yield a workable knowledge of the human body. Structure and function taught concurrently, each in terms of the other to engender appreciation of interlocking relationships. Available to biology majors on a restricted basis. 3 class periods, 1 two-hour laboratory periods, 8 semester hours  Lab Fee Assessed",Biology,Biology,,,Biology,213X,Undergraduate,,Main Campus,Liberal Arts Electvie,BIOL-213X,3384,2/26/2021 6:15,Item,Lists/Courses
International Relations,"""PSCI 305 is an upper-level course focused on the study of the interactions between diverse international actors, ranging from states and international organizations to individuals and non-governmental organizations (NGOs). In this course, we will explore some of the persistent problems of global politics, such as violence, inequality and environmental degradation.""     ",Political Science,Political Science,,,Political Science,305,Undergraduate,    TAKE PSCI-204 OR PSCI-207 OR PSCI-206;,Main Campus,Liberal Arts Electvie,PSCI-305,1258,2/26/2021 6:15,Item,Lists/Courses
Decision Analysis in Tech Mgmt,"The purpose of this course is to develop a conceptual framework for assisting in the making and assessment of socio-technological decisions in the management of technology. Heuristics, methodologies, and quantitative models will be introduced to address decision making. Quatification of subjective judgments and the development of hierarchical decision models are included. The course provides insight into making rational decisions where multiple perspectives such as social, technical, economic, environmental, political and legal may impact the decision. Team projects are conducted to apply the concepts.  3 Semester hours.",Technology Management,Technology Management,,,Technology Management,526,Graduate,,Main Campus; Distance Learning-On Line,,TCMG-526,4593,2/26/2021 6:15,Item,Lists/Courses
Technical Comm for Engineers,"This course is designed to improve oral and written methods of communication related to technology, engineering, and science. Common forms of professional technical communication (e.g. emails, memoranda, white papers, standard operating procedures, customer presentations, and technical brochures) as well as more advanced technical communication (e.g. posters, patents, research articles, academic presentations, books, dissertations, engineering drawings, Bills of Materials, technical standards, and engineering specifications) are emphasized. Course topics will review vocabulary, grammar, writing, reading comprehension, speaking and presentation sills to help students succeed in graduate level studies while also gaining necessary job-related skills.  3 Semester hours",Technology Management,Technology Management,,,Technology Management,537,Graduate,,Main Campus,,TCMG-537,4594,2/26/2021 6:15,Item,Lists/Courses
Manufacturing and Serv Eng,"The course covers service industry principles, manufacturing systems, facility layout, Factory Physics, Theory of Contraints, aspects of lean manufacturing, manufacturing for sustainability, and manufacturing safety as well as the managment of people in service and manufacturing environments.  3 Semester hours.",Technology Management,Technology Management,,,Technology Management,538,Graduate,,Main Campus,,TCMG-538,4595,2/26/2021 6:15,Item,Lists/Courses
Manufacturing and Serv Eng,"The course covers service industry principles, manufacturing systems, facility layout, Factory Physics, Theory of Contraints, aspects of lean manufacturing, manufacturing for sustainability, and manufacturing safety as well as the managment of people in service and manufacturing environments.  3 Semester hours.",Mechanical Engineering,Mechanical Engineering,,,Mechanical Engineering,538,Graduate,,Main Campus,,MEEG-538,4596,2/26/2021 6:15,Item,Lists/Courses
Research Methods,This course provides a foundation in qualitative research and evaluation methods appropriate for health professionals. Students will develop competencies in working with communities to identify and understand health related conditions and will be able to evaluate interventions and health outcomes.  2 credits,M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,647,Physician Assistant,,Main Campus,,MSPA-647,4599,2/26/2021 6:15,Item,Lists/Courses
Capstone Project II,"This course is the second part of the Capstone Project experience. Students will continue the work begun on the projects in semester 6 in MSPA 698 Capstone Project, drawing on the skills gained in MSPA 605 Information Literacy and MSPA 647 Research Methods. This course has the added requirement of presenting the project either in poster or presentation form to the program faculty. 2 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,699,Physician Assistant,,Main Campus; Distance Learning-On Line,,MSPA-699,4600,2/26/2021 6:15,Item,Lists/Courses
Clinical Medicine III,"This course is an organ-systems-based exploration of genitourinary, endocrine, renal, obstetric, gynecologic, and hematologic diseases.  Emphasis is on the integration of anatomy, physiology, pathophysiology, microbiology, history and exam findings and diagnostic procedures in order to formulate a differential diagnosis; on ordering and interpreting diagnostic tests in order to develop a working diagnosis; and on developing and implementing treatment plans including as needed therapeutic procedures, pharmacology, referral and patient education and counseling.  8 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,533,Physician Assistant,,Main Campus,,MSPA-533,4601,2/26/2021 6:15,Item,Lists/Courses
Correlative Medicine II,"This course continues to emphasize the development of differential diagnoses, management plans, complete medical notes and oral presentations. Patient contact allows students to practice these skills in real-life settings.  2 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,542,Physician Assistant,,Main Campus,,MSPA-542,4602,2/26/2021 6:15,Item,Lists/Courses
Pharmacology II,"This course builds on Pharmacology I with more advanced principles of pharmacology, including mechanisms of action; absorption, distribution, metabolism, and excretion; pharmacokinetics; interactions with other drugs and with food.  A presentation of drug classes as they relate to the different organ systems includes anticipated results and adverse reaction monitoring.  3 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,582,Physician Assistant,,Main Campus; Distance Learning-On Line,,MSPA-582,4603,2/26/2021 6:15,Item,Lists/Courses
Medical Ethics and Professional Practice,"This course presents the student with the four- topic method of evaluation of ethical issues. Student examine ethical issues in terms of medical indications, patient preferences, quality of life and contextual features to provide a response to the ethical dilemma. Additionally, this course incorporates the history, development, certification and licensure process of the PA profession. PA web sites and professional organizations.   Special topics include risk management, professional liability, and, patient safety.  Billing, reimbursement, and the organization of healthcare in the US and in other countries are also explored.  2 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,574,Physician Assistant,,Main Campus,,MSPA-574,4604,2/26/2021 6:15,Item,Lists/Courses
Clinical Medicine II,"This course is an organ-systems-based exploration of cardiac, pulmonic, and gastrointestinal diseases. Emphasis is on the integration of anatomy, physiology, pathophysiology, microbiology, history and exam findings and diagnostic procedures in order to formulate a differential diagnosis; on ordering and interpreting diagnostic tests in order to develop a working diagnosis; and on developing and implementing treatment plans including as needed therapeutic procedures, pharmacology, referral and patient education and counseling.  6 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,530,Physician Assistant,,Main Campus,,MSPA-530,4605,2/26/2021 6:15,Item,Lists/Courses
Correlative Medicine I,"This course gives students the skills to develop differential diagnoses and complete, patient-centered management plans.  Family medicine, psychosocial medicine and actual patient contact are aspects of this course.  2 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,534,Physician Assistant,,Main Campus,,MSPA-534,4606,2/26/2021 6:15,Item,Lists/Courses
Pharmacology I,"This course explores principles of pharmacology, including mechanisms of action; absorption, distribution, metabolism, and excretion; pharmacokinetics; interactions with other drugs and with food.  A presentation of drug classes as they relate to the different organ systems includes anticipated results and adverse reaction monitoring.  3 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,581,Physician Assistant,,Main Campus; Distance Learning-On Line,,MSPA-581,4607,2/26/2021 6:15,Item,Lists/Courses
Lab Professional Nursing,Laboratory course offered concurrenlty with the Professional Nursing lecture course. Clinical experiences provide opportunities to implement beginning psychomotor skills including medication administration and the nursing process in the delivery of nursing care.,Nursing,Nursing,,,Nursing,202L,Undergraduate,,Main Campus,,NURS-202L,4611,3/2/2021 6:15,Item,Lists/Courses
Lab Health Promotion,Laboratory course offered concurrenlty with Health Promotion lecture course. Health promotion strategies are identified and used to guide the development of a plan for assisting a person to maximize health capacity.,Nursing,Nursing,,,Nursing,204L,Undergraduate,,Main Campus,,NURS-204L,4612,3/2/2021 6:15,Item,Lists/Courses
Clinical Health Maint & Rest,"Clinical course offered concurrently with Health Maintenance and Restoration lecture course.   Students integrate theoretical knowledge into their clinical practice of the health-illness continuum in a variety of health care settings.  Core values and competencies are examined throughout the roles and behaviors of provider of care, designer/manager/coordinator of care, and member of a profession.",Nursing,Nursing,,,Nursing,316C,Undergraduate,,Main Campus,,NURS-316C,4614,2/26/2021 6:15,Item,Lists/Courses
Clinical Psych/Mental Hlth,Clinical course offered concurrently with Essentials of Psychological/Mental Health Nursing. Students examine the social and environmental impact upon patients and families abilities to meet the challenges of mental illness and refine their delivery of nursing care and therapeutic communication.  Students are encouraged to examine their personal values and feelings in caring for patients in this setting and their interaction with the inter-professional mental health team.,Nursing,Nursing,,,Nursing,318C,Undergraduate,,Main Campus,,NURS-318C,4615,2/26/2021 6:15,Item,Lists/Courses
Business of Music,"An introduction to the knowledge base and skills needed for professional success in the music business. Topics include artist management, booking, concert and tour production, venues, the recording industry, copyright, performing rights, intellectual property, publishing and marketing as they apply to the commercial music industry.  3 semester hours",Music,Music,,,Music,209,Undergraduate,,Main Campus; Distance Learning-On Line,,MUSC-209,4616,2/26/2021 6:15,Item,Lists/Courses
Independent Study,"Students apply methods, theories, and tools learned from coursework to real-world business situations. 1-3 credits",Professional Studies,Professional Studies,,,Professional Studies,399,Undergraduate,,Main Campus; Distance Learning-On Line,,PRST-399,4618,2/26/2021 6:15,Item,Lists/Courses
Dental Hygiene Clinic Course Completion,Completion of unfinished course requirements in clinical courses.  Satisfactory/Unsatisfactory,Dental Hygiene,Dental Hygiene,,,Dental Hygiene,189,Undergraduate,,Main Campus; Distance Learning-On Line,,DHYG-189,4619,2/26/2021 6:15,Item,Lists/Courses
Essentials of Project Management,"This course develops a foundation for the key project management concepts of planning, scheduling, controlling, resource allocation, and performance measurement; as well as the introduction of project management tools.",Professional Studies,Professional Studies,,,Professional Studies,241,Undergraduate,,Main Campus; Distance Learning-On Line,IDEAL Course Sections,PRST-241,4621,2/26/2021 6:15,Item,Lists/Courses
Project Planning and Implementation,"The course explores principles of successful project planning, organization, and implementation using real-world examples to identify mistakes and pitfalls in project management. Topics covered include project scoping, estimating, budgeting, scheduling and staffing, tracking and controlling, and software tools.",Professional Studies,Professional Studies,,,Professional Studies,320,Undergraduate,,Main Campus; Distance Learning-On Line,IDEAL Course Sections,PRST-320,4622,2/26/2021 6:15,Item,Lists/Courses
Leadership in Project Management,"This course will explore the role of leadership in project management. Special emphasis is placed on motivation, performance management, communication, team building, innovation and strategic management.",Professional Studies,Professional Studies,,,Professional Studies,325,Undergraduate,,Main Campus; Distance Learning-On Line,IDEAL Course Sections,PRST-325,4623,2/26/2021 6:15,Item,Lists/Courses
Nutrition and Autism,To acquire a foundational understanding of Autism Spectrum Disorder and relationships to dietary modifications to facilitate improvements in cognition and overall health.,Post-Graduate Chiro,Human Nutrition,,,Human Nutrition,912A,C E Professional Development,,Distance Learning-On Line,,PG-912A,4625,2/26/2021 6:15,Item,Lists/Courses
Revit 2,A follow-up to Revit 1 at the intermediate level. 2 credits,Interior Design,Interior Design,,,Interior Design,218E,Undergraduate,,Main Campus,,ITDSN-218E,4627,2/26/2021 6:15,Item,Lists/Courses
African American Cinema,"This course explores the historical, social and cultural significance of African Ameican film from the silent era to the present-day. The course employs regular screenings, readings, short essays, group presentations, major research papers, and the integration of core course material in assignments.  3 credits",Cinema History and Theory,Cinema History & Theory,,,Cinema History & Theory,202X,Undergraduate,,Main Campus,Fine Art Elective,CIHT-202X,4628,2/26/2021 6:15,Item,Lists/Courses
Medical Ethics,"An introduction to the principles of medical ethics. Provides a basis for the discussion of therapeutic choices and the role of the doctor in difficult medical decisions that will be reinforced throughout clinical studies. Teaching methods include lecture, discussion, asigned reading and written reflection. 0.5 credits",Principles and Practices,Principles and Practices,,,Principles and Practices,513,Naturopathic Medicine,,Main Campus,,NPP-513,4629,2/26/2021 6:15,Item,Lists/Courses
Dental Hygiene Course Completi,Course completion for students with unfinished course requirements at the end of the clinical semester.  0 credits,Dental Hygiene,Dental Hygiene,,,Dental Hygiene,289,Undergraduate,,Main Campus,,DHYG-289,4630,2/26/2021 6:15,Item,Lists/Courses
Clinical Competence,The course implements assessment of dental hygience knowledge and clinical skills expected of second year dental hygiene students. Activities include skills evaluation and integration of program policies and procedures with clinical practice required for matriculation into Clinical Practice III.,Dental Hygiene,Dental Hygiene,,,Dental Hygiene,279,Undergraduate,,Main Campus,,DHYG-279,4631,2/26/2021 6:15,Item,Lists/Courses
The Teenage Brain,"This seminar will introduce the student to current research about the neurological development of the teenage brain and how this influences their decision-making. Participants will learn some effective instructional strategies, social-emotional coping, and parental involvement guidelines.  1 credit",Education Mod Map,Education Mod-Map,,,Education Mod-Map,658,Graduate,,Main Campus; Waterbury,,EDMM-658,4632,2/26/2021 6:15,Item,Lists/Courses
Summer Scholar Research Fellowship,"The University of Bridgeport Summer Scholars research fellowship introduces undergraduate students to research and scholarship under the guidance of faculty research mentors. Over a six week period, students experience the process of research as a creative intellectual activity in a cohort style immersive program while residing on-campus. In addition to applied research mentorship, the learning experience includes, weekly educational and professional development workshops, weekly process and reflection groups, multidisciplinary trainings, as well as service and community engagement opportunities each aimed at developing foundational research skills and a discipline specific identity. The program culminates with dissemination of student/faculty research via formal presentation at the Summer Scholars Research Symposium.",Honors Program,Honors Curriculum,,,Honors Curriculum,360,Undergraduate,,Main Campus,,HONR-360,4633,2/26/2021 6:15,Item,Lists/Courses
Elementary Human Anatomy and Physiology,A fully online one semester human anatomy and physiololgy course for non-science majors to fulfill the University's natural science requirement for online Psychology majors and other undergraduates. 3 credits,Biology,Biology,,,Biology,111,Undergraduate,,Distance Learning-On Line,Natural Science Elective; Liberal Arts Electvie,BIOL-111,4635,2/26/2021 6:15,Item,Lists/Courses
Sports Event Management,"The purpose of this course is to acquire an in-depth knowledge about event management and to become familiar with management techniques and strategies required for successful planning, promotion, implementatoin and evaluation of special events within a sport context.",Sports Management,Management & Indust Relations,,,Management & Indust Relations,301,Undergraduate,Take SPMT-140,Main Campus; Distance Learning-On Line,,SPMT-301,4637,2/26/2021 6:15,Item,Lists/Courses
Sport Marketing & Promotion,"This course will explore the principles and processes in sprot marketing and promotion.  Sport marketing, sport promotion, sport sponsorship, advertising, merchandising, sales function and distribution of sporting goods will be examined in detail.",Sports Management,Management & Indust Relations,,,Management & Indust Relations,302,Undergraduate,Take SPMT-140,Main Campus; Distance Learning-On Line,,SPMT-302,4638,2/26/2021 6:15,Item,Lists/Courses
"Cases in Ethics, Innovation, Leadership","This Capstone course uses academic theories to critique real-world contemporary cases across a variety of industries (government, banking, etc.)with a focus on ethics, innovation, and leadership.",Business Capstone,Business Administration,,,Business Administration,589,Graduate,"Take ACCT-505,FIN-505,ITKM-505,MGMT-505,MGMT-555,MKTG-505",Main Campus; Distance Learning-On Line,,BUCP-589,4641,2/26/2021 6:15,Item,Lists/Courses
Technical Skills,"The demonstration and practice of technical procedures frequently encountered in primary care, emergency medicine, surgical settings are explored in this course. The emphasis is on such skills as intravenous cannulation, suturing, urethral catheterization, splinging and casting incision and drainage and nasogastric lavage. 2 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,591,Physician Assistant,,Main Campus,,MSPA-591,4642,2/26/2021 6:15,Item,Lists/Courses
Capstone Project II,The second part of the Capstone project experience. Students continue the work begun on the projects in Capstone Project I drawing on skills gained in Information Literacy and Research Methods.,M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,662,Graduate,,,,MSPA-662,4643,2/26/2021 6:15,Item,Lists/Courses
Research Methods,"The course presents the epidemiologic tools needed to analyze medical literature, as well as describe the elements of constructing a research paper. Special emphasis is given to the various modalities used in medical written presentation.",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,671,Physician Assistant,,,,MSPA-671,4644,2/26/2021 6:15,Item,Lists/Courses
Capstone Project I,This course guides students through the formulation of a hypothesis-driven paper. Students collect and analyze either pilot data or use established data sets. Students begin to plan and develop a presentation of their findings.,M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,661,Physician Assistant,,Main Campus; Distance Learning-On Line,,MSPA-661,4645,2/26/2021 6:15,Item,Lists/Courses
Introduction to World Music,"Music is a universal human practice.  This course  provide an introduction to the diverse musical  traditions of the world, and to thinking about  music from an ethnomusicological perspective.   Folk, popular, and composed music from multiple  regions is studied in terms of structure,  performance practice, social use and cultural  significance.",Music,Music,,,Music,124,Undergraduate,,Main Campus,Fine Art Elective,MUSC-124,4531,2/26/2021 6:15,Item,Lists/Courses
Theory and Evidence Based Practice,"Scholarly inquiry begins in analyzing the nature and purpose of theoretical thinking and critical evaluation of research. The review of research methodologies, hypothesis, research questions and research design, in the persistent search for truth, is emphasized throughout the course. Exercises in the literature review for evidence-based practice and decision-making are implemented to investigate clinical and educational best practice.",Nursing,Nursing,,,Nursing,540,Graduate,,Distance Learning-On Line,,NURS-540,4646,3/2/2021 6:15,Item,Lists/Courses
Quality Safety & Policy,"This course examines health care policy and politics as it relates to the quality and safety of nursing practice. Historical, ethical, political and economic factors are discussed and the nurse's responsibility and role in health care policy is explored.  A project facilitates application of principles addressed in the course.",Nursing,Nursing,,,Nursing,575,Graduate,,Distance Learning-On Line,,NURS-575,4648,3/2/2021 6:15,Item,Lists/Courses
^Nursing Informatics,"The focus of this course is to introduce the principles of health care informatics, communication networks, and health care technology in the assessment, delivery, and evaluation of quality nursing care in a variety of settings.  Ethical and legal considerations are integrated into the application of technological best practice to care.",Nursing,Nursing,,,Nursing,590,Graduate,,Distance Learning-On Line,,NURS-590,4649,3/2/2021 6:15,Item,Lists/Courses
Advanced Pharmacology,"This course is designed to advance the student's knowledge of pharma-co-kinetics, pharma-co-dynamics, pharma-co-genomics, and pharma-co-therapeutics, in the management of health and desease states across the lifespan.",Nursing,Nursing,,,Nursing,550,Graduate,,Distance Learning-On Line,,NURS-550,4650,2/26/2021 6:15,Item,Lists/Courses
Adv Pathophysiology & Health Assessment,"This course provides students with advanced anatomy, physiology, and pathophysiology of systems in relation to an individual's health across the lifespan. The application of this knowledge is combined with the acquisition of advanced health assessment and clinical reasoning skills. Students apply the diagnostic (clinical) reasoning process to develop a comprehensive plan of care for patients in a variety of settings throughout the lifespan. Emphasis is placed on health promotion, disease prevention and risk assessment.",Nursing,Nursing,,,Nursing,560,Graduate,,Distance Learning-On Line,,NURS-560,4651,2/26/2021 6:15,Item,Lists/Courses
Curriculum Development & Design,"Graduates integrate learning theory, philosophy of education with an organization's mission and values, including specific learning outcomes. Students design and develop a curriculum focused on social implications and organizational assessments.",Nursing,Nursing,,,Nursing,602,Graduate,,Distance Learning-On Line,,NURS-602,4652,2/26/2021 6:15,Item,Lists/Courses
Resource Management and Finance,This course presents an introduction to U.S. accounting regulations and practices. Students are expected to interact effectively with the accounting and finance departments and create a business proposal including a budget.,Nursing,Nursing,,,Nursing,606,Graduate,,Distance Learning-On Line,,NURS-606,4653,2/26/2021 6:15,Item,Lists/Courses
"Teaching, Assessment & Evaluation of Out","This course provides a background on effective teaching strategies including activities that promote student learning and engagement. Students present and map assessment and evaluation of outcomes that foster student learning of the instructor's and/or of the institution's educational objectives. Various approaches are offered for evaluating and interpreting teaching effectiveness and achievement of outcomes including student ratings, self-reviews, peer evaluations, and objective criteria such as student performance.",Nursing,Nursing,,,Nursing,604,Graduate,,Distance Learning-On Line,,NURS-604,4654,2/26/2021 6:15,Item,Lists/Courses
Organizational Leadership,"The student will explore principles of leadership and management that form the basis of change theory in healthcare and academic environments. Building knowledge through the study of theory and chanage processes for contemporary healthcare and healthcare education. Evolving roles of managers, leaders, and educators are discussed with a focus on leading and managing transitions, encouraging teamwork, fiscal management, planning, etc.",Nursing,Nursing,,,Nursing,608,Graduate,,Distance Learning-On Line,,NURS-608,4655,2/26/2021 6:15,Item,Lists/Courses
Education Practicum,"The practicum course will integrate all education courses in a practicum that is student-driven, focused on problem-solving in the education domain and produces new knowledge for the profession of nursing. Students may develop a thesis.",Nursing,Nursing,,,Nursing,610,Graduate,,Distance Learning-On Line,,NURS-610,4656,2/26/2021 6:15,Item,Lists/Courses
Leadership Practicum,"The culmination of learning is demonstrated in the practicum experience through hands-on activities in the organization of choice that permits students to analyze, apply, and integrate learned knowledge and skills through the exercise of problem-solving, resource management, interdisciplinary collaboration, and effective communication. The experiential role is with a leader in nursing for 64 hours.",Nursing,Nursing,,,Nursing,612,Graduate,,Distance Learning-On Line,,NURS-612,4658,2/26/2021 6:15,Item,Lists/Courses
Critical Thinking and Evolutionary Theor,"This course is designed to provide students with a basic understanding of the scientific method and evolutionary theory and discuss how to apply this knowledge to critically interpret everyday news and events.  The course will consist of dicussions based on the assigned reading of a variety of texts, from original scientific literature to popular on-line publications. (6-week course) 3 credits",Liberal Arts Topics,Liberal Arts Topics,,,Liberal Arts Topics,101,Undergraduate,,Main Campus,,LART-101,4660,2/26/2021 6:15,Item,Lists/Courses
Human Sexual Biology,"Human sexual biology is examined within the context of male and female reproductive system structure, function, and dysfunction. Modern biomedical and biotechnological issues and methodologies as they might relate to the future course of human sex and reproduction are explored. 2 semester hours ",Biology,Biology,,,Biology,203,Undergraduate,    take biol-102 or Biol-113 or Biol-114;,Main Campus,Liberal Arts Electvie,BIOL-203,85,2/26/2021 6:15,Item,Lists/Courses
Comparative Anatomy,"An integrated study of vertebrate structure from a phylogenetic approach. Laboratory studies will include dissection of representative forms. Prerequisite: Biology 101 with a minimum grade of  C. 2 class periods, 2 three-hour laboratories, 4 semester hours  Lab Fee Assessed",Biology,Biology,,,Biology,210,Undergraduate,Biol 101 with Minimum Grade of C,Main Campus,Liberal Arts Electvie,BIOL-210,86,2/26/2021 6:15,Item,Lists/Courses
Islamic World,This course aims to investigate the historical development of Islamic societies and cultures globally.,World Religions,World Religions,,,World Religions,274,Undergraduate,,,,WREL-274,4665,2/26/2021 6:15,Item,Lists/Courses
Global Christianity,"Themes of the course include the reasons for the success or failure of Christianity in different contexts; the relationship between religious expansion and the fate of empires; the role of globalization; the impact of culture on belief, practice, and theology; and the changing relationships between the great world faiths.",World Religions,World Religions,,,World Religions,273,Undergraduate,,,Humanities Elective,WREL-273,4666,2/26/2021 6:15,Item,Lists/Courses
Human Services- Internship 2,,Counseling,Counseling,,,Counseling,607,Graduate,    TAKE COUN-602 minimum grade B-,Main Campus; Riverbend,Coop/Internship,COUN-607,3542,2/26/2021 6:15,Item,Lists/Courses
Global Christianity,,Honors Program,Honors Curriculum,,,Honors Curriculum,273,Undergraduate,,Main Campus,Humanities Elective,HONR-273,4667,2/26/2021 6:15,Item,Lists/Courses
Statistics,,Honors Program,Honors Curriculum,,,Honors Curriculum,203S,Undergraduate,,Main Campus,,HONR-203S,4668,2/26/2021 6:15,Item,Lists/Courses
Theme in Literature,,Honors Program,Honors Curriculum,,,Honors Curriculum,215L,Undergraduate,,Main Campus,,HONR-215L,4669,2/26/2021 6:15,Item,Lists/Courses
Survey of Art History II,,Honors Program,Honors Curriculum,,,Honors Curriculum,118,Undergraduate,,Main Campus,,HONR-118,4671,2/26/2021 6:15,Item,Lists/Courses
Writing About Music,"A writing intensive for music majors. The course will introduce several types of writing, including journalistic essays, program notes, writing liner notes and other writing that incorporates analytical insight but remains readable to the general public.",Music,Music,,,Music,222,Undergraduate,,Main Campus,,MUSC-222,4672,2/26/2021 6:15,Item,Lists/Courses
Aerodynamics and Hydrodynamics,"This course extends fluid mechanics topics to the development of air flight vehicle aerodynamics and marine hydrodynamics with the application of these principles to the solution of engineering problems. Aerodynamic topics include: aerodynamics of airfoils and wings, thin airfoil theory, lifting line theory, and supersonic and hypersonic airfoil theory. Hydrodynamics topics include: linear and nonlinear surface waves and forces on structures and floating bodies.",Mechanical Engineering,Mechanical Engineering,,,Mechanical Engineering,414X,Graduate,,Main Campus,,MEEG-414X,4673,2/26/2021 6:15,Item,Lists/Courses
Media and Islam,Students will examine media coverage of the Muslim world in American media.,Mass Communications,Mass Communication,,,Mass Communication,322X,Undergraduate,Take MCOM-111 or WREL-101 or SOC-101,Main Campus,,MCOM-322X,4674,2/26/2021 6:15,Item,Lists/Courses
