Title,Colleague Section ID ,Section Name,Course ID,Section Number,Last Updated,Description,Location ,Term,Dates,Meeting Info,Week Days,Buildings,Classrooms,Instruction Methods,Course Types,Subject ,Departments,Academic Level ,Synonym,Faculty,Capacity,Course Number,Maximum Credits,Minimum Credits,Prerequisites,Credits,CEUs,Comments,Books,Books List Price,Books List Price Total,Item Type,Path
Technology in Music Educ (Spring 2021 MSED-545-11),86975,MSED-545-11,364,11,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,M 4:15 PM - 6:15 PM,M,Arnold Bernhard Arts-Hum Cntr,117,Lecture,Synchronous Learning,Music Education,Music,Graduate,6631,B. Schneider,25,545,,3,,3,,,,, $-   ,Item,Lists/Sections
Technology Marketing (Fall 2021 TCMG-510-11),88689,TCMG-510-11,4155,11,2/28/2021 6:15,"This course is a pragmatic course focused on contemporary marketing and innovation issues, opportunities and current and emerging industry best practices in helping technology oriented and engineering organizations grow and achieve achieve sustainable competitive advantages in a complex and rapidly changing global environment.  The impact of new technologies, which enable and provide strategic marketing and innovation will also be covered.  ",Main Campus,Fall 2021,8/24/2021 12:00:00 AM - 12/7/2021 12:00:00 AM,T 6:15 PM - 8:45 PM,T,Engineering-Technology Bldg,164,Lecture,,Technology Management,Technology Management,Graduate,8290,,25,510,,3,,3,,,,, $-   ,Item,Lists/Sections
Technology Marketing (Spring 2021 TCMG-510-3T1),86734,TCMG-510-3T1,4155,3T1,2/26/2021 6:15,"This course is a pragmatic course focused on contemporary marketing and innovation issues, opportunities and current and emerging industry best practices in helping technology oriented and engineering organizations grow and achieve achieve sustainable competitive advantages in a complex and rapidly changing global environment.  The impact of new technologies, which enable and provide strategic marketing and innovation will also be covered.  ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T 3:30 PM - 6:00 PM,T,Mandeville Hall,218,Lecture,,Technology Management,Technology Management,Graduate,6403,C. Bach,25,510,,3,,3,,,,, $-   ,Item,Lists/Sections
Technology Ventures (Fall 2021 TCMG-645-11),88693,TCMG-645-11,3814,11,2/28/2021 6:15,"This course is for graduate students interested in starting a technology venture, joining a small firm intent upon rapid growth, or pursuing a career in consulting, venture capital, or the management of a technology business or venture for larger companies. The course will provide an opportunity to identify and analyze new business and technology venture issues and opportunities. Select topics covered include: evaluating market opportunities, designing profitable business models, producing a solid business plan, raising capital (multiple rounds), protecting intellectual property and exit strategies such as a merger, the sale of the company or an initial public offerings (IPO).  3 semester hours",Main Campus,Fall 2021,8/26/2021 12:00:00 AM - 12/9/2021 12:00:00 AM,TH 6:15 PM - 8:45 PM,TH,On-Line,ONLN,Online,,Technology Management,Technology Management,Graduate,8294,,25,645,,3,,3,,,,, $-   ,Item,Lists/Sections
Technology Ventures (Summer 2021 TCMG-645-DL),88413,TCMG-645-DL,3814,DL,2/26/2021 6:15,"This course is for graduate students interested in starting a technology venture, joining a small firm intent upon rapid growth, or pursuing a career in consulting, venture capital, or the management of a technology business or venture for larger companies. The course will provide an opportunity to identify and analyze new business and technology venture issues and opportunities. Select topics covered include: evaluating market opportunities, designing profitable business models, producing a solid business plan, raising capital (multiple rounds), protecting intellectual property and exit strategies such as a merger, the sale of the company or an initial public offerings (IPO).  3 semester hours",Distance Learning-On Line,Summer 2021,5/17/2021 12:00:00 AM - 7/2/2021 12:00:00 AM,,,,,Online,,Technology Management,Technology Management,Graduate,8019,N. Sheikh,25,645,,3,,3,,,,, $-   ,Item,Lists/Sections
TechProcIV: IntermFullSpLab (Health Sciences Fall 2021 TE-716L-S5A),87619,TE-716L-S5A,2451,S5A,2/28/2021 6:15,"Technique procedures, assessment procedures, and biomechanics are presented as they relate to the spine and lower extremity. Students continue to be introduced to new procedures which are practiced in lab. Prerequisites: TE624/TE624L 2 lecture hours, 2 semester hours/ 4 laboratory hours, 2 semester hours",Main Campus,Health Sciences Fall 2021,8/16/2021 12:00:00 AM - 12/16/2021 12:00:00 AM,M 8:00 AM - 10:00 AM; TH  8:00 AM - 10:00 AM,"M, TH","Eleanor N. Dana Hall, Eleanor N. Dana Hall","4, 4","Laboratory, Laboratory",,Chiropractic Skills/Technique,Clinical Skills and Technique,Chiropractic,7227,"C. Good, A. Tortorella, B. Atlas",18,716L,,2,,2,,,,, $-   ,Item,Lists/Sections
TechProcIV: IntermFullSpLab (Health Sciences Fall 2021 TE-716L-S5B),87620,TE-716L-S5B,2451,S5B,2/28/2021 6:15,"Technique procedures, assessment procedures, and biomechanics are presented as they relate to the spine and lower extremity. Students continue to be introduced to new procedures which are practiced in lab. Prerequisites: TE624/TE624L 2 lecture hours, 2 semester hours/ 4 laboratory hours, 2 semester hours",Main Campus,Health Sciences Fall 2021,8/17/2021 12:00:00 AM - 12/16/2021 12:00:00 AM,T 10:00 AM - 12:00 PM; TH  10:00 AM - 12:00 PM,"T, TH","Eleanor N. Dana Hall, Eleanor N. Dana Hall","2, 4","Laboratory, Laboratory",,Chiropractic Skills/Technique,Clinical Skills and Technique,Chiropractic,7228,"C. Good, A. Tortorella, B. Atlas",18,716L,,2,,2,,,,, $-   ,Item,Lists/Sections
TechProcIV: IntermFullSpLab (Health Sciences Spring 2021 TE-716L-S5),85335,TE-716L-S5,2451,S5,2/26/2021 6:15,"Technique procedures, assessment procedures, and biomechanics are presented as they relate to the spine and lower extremity. Students continue to be introduced to new procedures which are practiced in lab. Prerequisites: TE624/TE624L 2 lecture hours, 2 semester hours/ 4 laboratory hours, 2 semester hours",Main Campus,Health Sciences Spring 2021,1/19/2021 12:00:00 AM - 5/21/2021 12:00:00 AM,T 10:00 AM - 12:00 PM; W  10:00 AM - 12:00 PM,"T, W","Eleanor N. Dana Hall, Eleanor N. Dana Hall","2, 2","Laboratory, Laboratory",,Chiropractic Skills/Technique,Clinical Skills and Technique,Chiropractic,5004,C. Good,20,716L,,2,,2,,,,, $-   ,Item,Lists/Sections
TechProcVII:AdvChiroTechII (Health Sciences Fall 2021 TE-819-S7),87625,TE-819-S7,2958,S7,2/28/2021 6:15,"This course is a review of all techniques taught at UBCC. This course also serves as a critique course for other techniques utilized in practice. Case management utilizing various chiropractic technique approaches are discussed and critically evaluated. Prerequisites: all courses semester I-VI. 1.5 lecture hours, 3 laboratory hours, 3 semester hours",Main Campus,Health Sciences Fall 2021,8/17/2021 12:00:00 AM - 12/16/2021 12:00:00 AM,T 8:30 AM - 10:00 AM; W  10:00 AM - 11:30 AM; TH  8:30 AM - 10:00 AM,"T, W, TH","Eleanor N. Dana Hall, Eleanor N. Dana Hall, Eleanor N. Dana Hall","4, 106, 2","Lecture, Laboratory, Laboratory",,Chiropractic Skills/Technique,Clinical Skills and Technique,Chiropractic,7233,"R. Saporito, M. Funk, E. Hughes, P. Szynkowicz, P. Tunnell",35,819,,3,,3,,,,, $-   ,Item,Lists/Sections
TechProcVII:AdvChiroTechII (Health Sciences Spring 2021 TE-819-S7),85340,TE-819-S7,2958,S7,2/26/2021 6:15,"This course is a review of all techniques taught at UBCC. This course also serves as a critique course for other techniques utilized in practice. Case management utilizing various chiropractic technique approaches are discussed and critically evaluated. Prerequisites: all courses semester I-VI. 1.5 lecture hours, 3 laboratory hours, 3 semester hours",Main Campus,Health Sciences Spring 2021,1/19/2021 12:00:00 AM - 5/21/2021 12:00:00 AM,W 10:00 AM - 11:30 AM; T  8:30 AM - 10:00 AM; TH  10:00 AM - 11:30 AM,"W, T, TH","Eleanor N. Dana Hall, Eleanor N. Dana Hall","4, 2","Lecture, Laboratory, Laboratory",,Chiropractic Skills/Technique,Clinical Skills and Technique,Chiropractic,5009,"M. Funk, P. Szynkowicz, R. Saporito, E. Hughes, P. Tunnell",35,819,,3,,3,,,,, $-   ,Item,Lists/Sections
Textiles I (Spring 2021 RETL-205-11),86679,RETL-205-11,299,11,2/26/2021 6:15,"Basic convepts of textiles dealing with fibers,yarns and methods of fabric construction.Specific laboratory asssignments devoted to natural and synthetic fiber identification and testing. 15$ lab fee.",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T TH 3:30 PM - 6:00 PM,T TH,Arnold Bernhard Arts-Hum Cntr,610,Lecture,,Retailing,Retailing,Undergraduate,6348,C. Kostek,11,205,,3,,3,,,,, $-   ,Item,Lists/Sections
Textiles II (Spring 2021 RETL-206-11),87031,RETL-206-11,816,11,2/26/2021 6:15,"Continuation of textile concepts including the study of films, foams, laminated fabrics, fiber webs, knitted constructions, knotted fabrics, laces and flocked fabrics. In depth study of aesthetic and functional fabric finishes with emphasis on specific needs of the clothing and home finishings industries. Laboratory work applies industry testing standards to individual fabrics.Woven, knitted ans applied fabric patterns are explored using a variety of medium including CAD.CAM software.Students are responsible for submitting testing results and aesthetic development projects in addition to preparing sample books of comercially produced designs and functional finishes. Prerequisite: RETL 205.$25 laboratory fee.",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T TH 3:30 PM - 6:00 PM,T TH,Arnold Bernhard Arts-Hum Cntr,610,Lecture,,Retailing,Retailing,Undergraduate,6673,C. Kostek,11,206,,3,    TAKE RETL-205;,3,,,,, $-   ,Item,Lists/Sections
The American Dream (Summer 2021 HUM-C201-IDDL1),88137,HUM-C201-IDDL1,773,IDDL1,2/26/2021 6:15,,Distance Learning-On Line,Summer 2021,5/17/2021 12:00:00 AM - 7/2/2021 12:00:00 AM,,,On-Line,ONLN,Online,"Humanities Elective, Liberal Arts Electvie, IDEAL Course Sections",Humanities,Humanities,Undergraduate,7745,J. Stashenko,25,C201,,3,"TAKE ENGL-101; Minimum grade C, TR",3,,,,, $-   ,Item,Lists/Sections
The Ancient Greeks (Fall 2021 HIST-222-11HU),88585,HIST-222-11HU,985,11HU,2/28/2021 6:15,"From pre-Mycenaean times to the Hellenistic period, ending in 146B.C. Emphasis on institutions, everyday life, ideas, and culture. 3 semester hours ",Main Campus,Fall 2021,8/24/2021 12:00:00 AM - 12/9/2021 12:00:00 AM,T TH 11:00 AM - 12:15 PM,T TH,On-Line,ONLN,Online,"Humanities Elective, Liberal Arts Electvie",History,History,Undergraduate,8189,,25,222,,3,,3,,,,, $-   ,Item,Lists/Sections
The Counselor As Professional (Summer 2017 COUN-568-JN),67330,COUN-568-JN,3516,JN,9/14/2017 8:50,"This course serves as an orientation to the helping profession by addressing issues that impact on the provision of services such as ethics, law, certification, and professional role expectations. Completion of this course must precede internship. 3 semester hours  ",Main Campus,Summer 2017,5/8/2017 12:00:00 AM - 6/30/2017 12:00:00 AM,,,,,,,Counseling,Counseling,Graduate,9403,J. Nelson,1,568,,3,,3,,,,, $-   ,Item,Lists/Sections
The Nature of Mathematics (Fall 2016 MATH-107-ID),62591,MATH-107-ID,3046,ID,9/26/2016 6:15,"The nature of mathematics explores topics in Algebra (programs of number theory,) and connects problems to other fields of enquired"" to: ""The nature of mathematics explores topics in Algebra (programs of number theory,) and connects problems to other fields of enquiry. This course satisfies the Core Curriculum Basic Skills mathematics requirement",Main Campus,Fall 2016,8/27/2016 12:00:00 AM - 12/3/2016 12:00:00 AM,S 9:00 AM - 12:00 PM; S  9:00 AM - 12:00 PM,"S, S","Dana Hall of Science, Dana Hall of Science","129, 130","Lecture, Lecture",IDEAL Course Sections,Mathematics,Mathematics,Undergraduate,4847,V. Simmons,20,107,,3,,3,,,,, $-   ,Item,Lists/Sections
The Nature of Science (Spring 2021 EDUC-678-11),85967,EDUC-678-11,3921,11,2/26/2021 6:15,The course focuses on important aspects from the history and philosophy of science.,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,M 4:15 PM - 6:15 PM,M,Carlson Hall,113,Lecture,,Education,Education,Graduate,5636,I. Badara,25,678,,3,,3,,,,, $-   ,Item,Lists/Sections
Thematic Studies in Lit (Fall 2021 ENGL-215-11HU),88876,ENGL-215-11HU,465,11HU,2/28/2021 6:15,"Introductory studies of literature in relation to major areas of concern in contemporary life. Courses will vary from semester to semester. Topics included are Folklore & Folk life, The Literature of Cruelty, Childhood in Literature, and Confession and Autobiography. 3 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,M W 3:00 PM - 4:15 PM,M W,,,Lecture,"Humanities Elective, Liberal Arts Electvie",English,English,Undergraduate,8475,,25,215,,3,    TAKE ENGL-101;,3,,,,, $-   ,Item,Lists/Sections
Theories on Crimes Norms & Dev (Fall 2021 CJHS-535-DL2),87686,CJHS-535-DL2,4378,DL2,2/26/2021 6:15,"Theories on Norms and Deviance is an elective course for the Masters in CJHS.  This course discusses the major theories of norms, deviance, and criminal behavior across major cultural spheres and history.",Distance Learning-On Line,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Criminal Justice,Criminal Justice Hum Security,Graduate,7294,,25,535,,3,,3,,,,, $-   ,Item,Lists/Sections
Theory&Pract Comm Health Ed (Fall 2016 HSCI-240-21),61274,HSCI-240-21,3637,21,9/27/2016 6:15,"An introductory course that will provide students with the historical, philosophical and theoretical principles that govern the development of health education. Health promotion, the role of the health educator in clinical, community and school systems will be emphasized, Ethical issues, careers, organizations and future trends in the profession will also be examined. 3 semester hours",Main Campus,Fall 2016,8/29/2016 12:00:00 AM - 12/16/2016 12:00:00 AM,T TH 3:00 PM - 4:15 PM,T TH,Dana Hall of Science,129,Lecture,,Health Science,Health Sciences,Undergraduate,3572,T. Jones,25,240,,3,,3,,,,, $-   ,Item,Lists/Sections
Theory&Pract Comm Health Ed (Spring 2021 HSCI-240-11),86115,HSCI-240-11,3637,11,2/26/2021 6:15,"An introductory course that will provide students with the historical, philosophical and theoretical principles that govern the development of health education. Health promotion, the role of the health educator in clinical, community and school systems will be emphasized, Ethical issues, careers, organizations and future trends in the profession will also be examined. 3 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T TH 4:30 PM - 5:45 PM,T TH,Dana Hall of Science,123,Lecture,,Health Science,Health Sciences,Undergraduate,5784,T. Jones,25,240,,3,,3,,,,, $-   ,Item,Lists/Sections
Ther Exercise/Sports Med (Health Sciences Spring 2021 NPM-821-S8),85284,NPM-821-S8,738,S8,2/26/2021 6:15,This course provides an overview of exercise as a preventative and therapeutic tool. Students will learn to perform a fitness assessment and describe and monitor exercise programs for persons with a variety of common disease conditions as well as treatments for sports injuries. Prerequisite: NPM 721. 2 lecture hours; 2 semester credits,Main Campus,Health Sciences Spring 2021,1/19/2021 12:00:00 AM - 5/8/2021 12:00:00 AM,W 9:45 AM - 12:00 PM,W,,,Lecture,,Physical Medicine,Physical Medicine,Naturopathic Medicine,4953,M. Hubsher,20,821,,1.5,Take NPM-721,1.5,,,,, $-   ,Item,Lists/Sections
Thermal Renewable Energy Syst (Fall 2016 MEEG-464X-1R1),60519,MEEG-464X-1R1,4254,1R1,8/11/2016 6:15,"This course provides the examination of using renewable energy resources within thermal systems. This class will explore prinicples and technical details of various thermal renewable energy technologies (solar heating & cooling, solar power plant, thermal energy storage, windfarm optimization, geothermal). This course also will dedicate upon the environmental consequences of energy conversion through the US standards and codes.",Main Campus,Fall 2016,9/1/2016 12:00:00 AM - 12/16/2016 12:00:00 AM,TH 1:30 PM - 4:00 PM,TH,Mandeville Hall,16,Lecture,,Mechanical Engineering,Mechanical Engineering,Graduate,2833,A. Elmozughi,25,464X,,3,,3,,,,, $-   ,Item,Lists/Sections
Thermodynamics (Spring 2021 MEEG-203-11),86339,MEEG-203-11,4392,11,2/26/2021 6:15,"This course introduces principles of thermodynamics, properties of ideal gases and water vapors, first and second laws of thermodynamics, and entropy. Applications of thermodynamic analysis in engineering applications.",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T TH 6:00 PM - 7:15 PM,T TH,On-Line,ONLN,Online,,Mechanical Engineering,Mechanical Engineering,Undergraduate,6008,"Y. Chen, J. Hu",25,203,,3,"Take MATH-112,CHEM-103;",3,,,,, $-   ,Item,Lists/Sections
Thesis (Fall 2021 BUCP-598-DL2),87677,BUCP-598-DL2,3716,DL2,2/26/2021 6:15,,Distance Learning-On Line,Fall 2021,10/18/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Business Capstone,Management & Indust Relations,Graduate,7285,,25,598,6,3,Take BUCP-588,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Fall 2021 BUCP-598-HH),87678,BUCP-598-HH,3716,HH,2/26/2021 6:15,,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,,Business Capstone,Management & Indust Relations,Graduate,7286,,25,598,6,3,Take BUCP-588,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Fall 2021 BUCP-598-IM),88852,BUCP-598-IM,3716,IM,2/26/2021 6:15,,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,,Business Capstone,Management & Indust Relations,Graduate,8451,,25,598,6,3,Take BUCP-588,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Fall 2021 BUCP-598-NW),87679,BUCP-598-NW,3716,NW,2/26/2021 6:15,,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,,Business Capstone,Management & Indust Relations,Graduate,7287,,25,598,6,3,Take BUCP-588,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Fall 2021 ENGL-397-AN),88879,ENGL-397-AN,3204,AN,2/26/2021 6:15,A student who is majoring in English with a Literature concentration will work closely with an academic advisor on a mutually acceptable project involving some serious research.,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Senior Seminar,English,English,Undergraduate,8478,,2,397,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis (Fall 2021 GLDP-599-A),89261,GLDP-599-A,2668,A,2/26/2021 6:15,"As a final project demonstrating competency, students are asked to write and defend a thesis. 3 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Global Development & Peace,Global Development and Peace,Graduate,8860,,20,599,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis (Spring 2021 BUCP-598-AM),87201,BUCP-598-AM,3716,AM,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,,Business Capstone,Management & Indust Relations,Graduate,6837,A. McAdams,25,598,6,3,Take BUCP-588,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Spring 2021 BUCP-598-CP),87200,BUCP-598-CP,3716,CP,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,,Business Capstone,Management & Indust Relations,Graduate,6836,C. Picardi,25,598,6,3,Take BUCP-588,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Spring 2021 BUCP-598-IM),85611,BUCP-598-IM,3716,IM,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,,Business Capstone,Management & Indust Relations,Graduate,5280,I. Mowerman,25,598,6,3,Take BUCP-588,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Spring 2021 BUCP-598-JG),85612,BUCP-598-JG,3716,JG,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,,Business Capstone,Management & Indust Relations,Graduate,5281,J. Guo,25,598,6,3,Take BUCP-588,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Spring 2021 BUCP-598-ML),87199,BUCP-598-ML,3716,ML,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,,Business Capstone,Management & Indust Relations,Graduate,6835,M. Lohle,25,598,6,3,Take BUCP-588,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Spring 2021 ENGL-397-AN),86021,ENGL-397-AN,3204,AN,2/26/2021 6:15,A student who is majoring in English with a Literature concentration will work closely with an academic advisor on a mutually acceptable project involving some serious research.,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Senior Seminar,English,English,Undergraduate,5690,A. Nawrocki,5,397,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis (Spring 2021 GLDP-599-A),86067,GLDP-599-A,2668,A,2/26/2021 6:15,"As a final project demonstrating competency, students are asked to write and defend a thesis. 3 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Global Development & Peace,Global Development and Peace,Graduate,5736,D. Benjamin,20,599,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis (Spring 2021 GMCS-599-AA),86078,GMCS-599-AA,3616,AA,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Global Communication,Global Media & Communication S,Graduate,5747,M. Al-Azdee,5,599,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis (Spring 2021 GMCS-599-YU),86079,GMCS-599-YU,3616,YU,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Global Communication,Global Media & Communication S,Graduate,5748,Y. Yu,5,599,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis (Summer 2017 BUCP-598-A),65372,BUCP-598-A,3716,A,9/14/2017 8:50,,Main Campus,Summer 2017,5/8/2017 12:00:00 AM - 8/26/2017 12:00:00 AM,,,,,,,Business Capstone,Management & Indust Relations,Graduate,7499,C. Picardi,25,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis Extension (Fall 2021 GLDP-600-A),89262,GLDP-600-A,2938,A,2/26/2021 6:15,,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,To Be Announced,TBA,By Arrangement,Thesis,Global Development & Peace,Global Development and Peace,Graduate,8861,,10,600,,1,,1,,,,, $-   ,Item,Lists/Sections
Thesis Extension (Spring 2017 GLDP-600-A),64802,GLDP-600-A,2938,A,1/12/2017 14:35,,Main Campus,Spring 2017,1/17/2017 12:00:00 AM - 5/5/2017 12:00:00 AM,,,To Be Announced,TBA,By Arrangement,Thesis,Global Development & Peace,Global Development and Peace,Graduate,6948,D. Benjamin,10,600,,1,,1,,,,, $-   ,Item,Lists/Sections
Thesis Extension (Spring 2017 GMCS-600-A),64647,GMCS-600-A,4185,A,1/20/2017 6:15,,Main Campus,Spring 2017,1/17/2017 12:00:00 AM - 5/5/2017 12:00:00 AM,,,To Be Announced,TBA,By Arrangement,,Global Communication,Global Media & Communication S,Graduate,6802,M. Al-Azdee,25,600,,1,,1,,,,, $-   ,Item,Lists/Sections
Thesis Extension (Spring 2021 GLDP-600-A),86069,GLDP-600-A,2938,A,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Global Development & Peace,Global Development and Peace,Graduate,5738,D. Benjamin,10,600,,1,,1,,,,, $-   ,Item,Lists/Sections
Thesis Extension (Spring 2021 GMCS-600-A),86080,GMCS-600-A,4185,A,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,,Global Communication,Global Media & Communication S,Graduate,5749,Y. Yu,25,600,,1,,1,,,,, $-   ,Item,Lists/Sections
Thesis Extension (Summer 2017 GMCS-600-A),67314,GMCS-600-A,4185,A,9/14/2017 8:50,,Main Campus,Summer 2017,5/8/2017 12:00:00 AM - 6/30/2017 12:00:00 AM,,,To Be Announced,TBA,By Arrangement,,Global Communication,Global Media & Communication S,Graduate,9387,Y. Yu,25,600,,1,,1,,,,, $-   ,Item,Lists/Sections
Thesis I (Fall 2021 BMEG-620A-A),88715,BMEG-620A-A,3224,A,2/26/2021 6:15,"This course must be taken in your last semester of course work or later. This is a team based project. Teams with members from both the life sciences and the quantitative sciences are strongly encouraged. You may have more that on advisor, but one faculty member needs to be identified as the primary advisor. Your capstone project may be based on a single project or multiple projects. Easn project, however, must be experimental or simulation in nature and be interdisciplinary. The project results should be publishable in peer reviewed journals. All projects must be approved by the University's BME program committee prior to student enrollment in the BME 620 course.",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,Online,Thesis,Biomedical Engineering,Biomedical Engineering,Graduate,8315,,25,620A,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis I (Health Sciences Fall 2021 NRS-711-S5),87577,NRS-711-S5,2168,S5,2/28/2021 6:15,In this course the student performs a literature search in a naturopathic area of interest and presents a proposal for a Senior Paper (literature survey only) or a Senior Research Paper (also includes original research). Each student chooses a faculty advisor for their thesis. Original research must be approved by the Research Committee. Prerequisite: NRS 511. 0.5 lecture hour; 0.5 semester credit,Main Campus,Health Sciences Fall 2021,8/17/2021 12:00:00 AM - 12/7/2021 12:00:00 AM,T 7:30 AM - 8:30 AM,T,Eleanor N. Dana Hall,111,Lecture,,Research,Research,Naturopathic Medicine,7185,K. Misset,10,711,,0.5,Take NRS-511;,0.5,,,,, $-   ,Item,Lists/Sections
Thesis II (Fall 2021 BMEG-620B-A),88716,BMEG-620B-A,3225,A,2/26/2021 6:15,"This course must be taken in your last semester of course work or later. This is a team based project. Teams with members from both the life sciences and the quantitative sciences are strongly encouraged. You may have more that on advisor, but one faculty member needs to be identified as the primary advisor. Your capstone project may be based on a single project or multiple projects. Easn project, however, must be experimental or simulation in nature and be interdisciplinary. The project results should be publishable in peer reviewed journals. All projects must be approved by the University's BME program committee prior to student enrollment in the BME 620 course.",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,Online,Thesis,Biomedical Engineering,Biomedical Engineering,Graduate,8316,,25,620B,,3,    TAKE BMEG-620 OR BMEG-620A,3,,,,, $-   ,Item,Lists/Sections
Thesis II (Health Sciences Spring 2021 NRS-811-S6),85291,NRS-811-S6,2346,S6,2/26/2021 6:15,"With the advice and guidance of the thesis advisor, the student prepares and submits a complete first draft of a Senior Paper in conformity with the guidelines adopted by the Research Committee. Prerequisite: NRS 711. 0.5 lecture hour; 0.5 semester credit",Main Campus,Health Sciences Spring 2021,1/19/2021 12:00:00 AM - 5/21/2021 12:00:00 AM,T 8:00 AM - 9:00 AM,T,,,Lecture,,Research,Research,Naturopathic Medicine,4960,K. Misset,10,811,,0.5,   take nrs-711,0.5,,,,, $-   ,Item,Lists/Sections
Thesis II (HS Spring 2017 NRS-811-AR),64805,NRS-811-AR,2346,AR,11/30/2016 6:15,,Main Campus,HS Spring 2017,1/9/2017 12:00:00 AM - 5/19/2017 12:00:00 AM,,,To Be Announced,TBA,By Arrangement,Independent Study,Research,Research,Naturopathic Medicine,6951,A. Ross,1,811,,0.5,   take nrs-711,0.5,,,,, $-   ,Item,Lists/Sections
Thesis II (HS Spring 2017 NRS-811-S6),64260,NRS-811-S6,2346,S6,1/9/2017 6:15,,Main Campus,HS Spring 2017,1/12/2017 12:00:00 AM - 5/19/2017 12:00:00 AM,TH 10:00 AM - 11:00 AM,TH,Mandeville Hall,201,Lecture,,Research,Research,Naturopathic Medicine,6443,A. Ross,40,811,,0.5,   take nrs-711,0.5,,,,, $-   ,Item,Lists/Sections
